patent_id,patent_title,patent_date
10000469,Heat shock protein 70 (hsp-70) receptor ligands,2018-06-19
10000470,Method for preparing nilotinib,2018-06-19
10000471,Pyrazole P38 map kinase inhibitors,2018-06-19
10000472,Photochromic compounds,2018-06-19
10000473,Indazole derivatives useful as glucagon receptor antagonists,2018-06-19
10000474,Histone deacetylase inhibitors and uses thereof,2018-06-19
10000475,Triazine carboxamides as sodium channel blockers,2018-06-19
10000476,"Pyridone derivative, pharmaceutical containing the same and methods of use thereof",2018-06-19
10000477,Dopamine D3 receptor antagonist compounds,2018-06-19
10000478,Pyrazol-3-ones that activate pro-apoptotic BAX,2018-06-19
10000479,Compounds and their methods of use,2018-06-19
10000480,"Amide-substituted heterocyclic compounds useful as modulators of IL-12, IL-23 and/or IFN alpha responses",2018-06-19
10000481,"1H-pyrrolo[2,3-B] pyridine derivatives and their use as kinase inhibitors",2018-06-19
10000482,Kinase inhibitors,2018-06-19
10000483,Bone marrow on X chromosome kinase (BMX) inhibitors and uses thereof,2018-06-19
10000484,Inhibitors of the renal outer medullary potassim channel,2018-06-19
10000486,Antiviral drugs for treatment of arenavirus infection,2018-06-19
10000487,Heterocyclic compounds that inhibit the kinase activity of Mnk useful for treating various cancers,2018-06-19
10000488,Heterocyclic compound,2018-06-19
10000489,Compounds αvβ6 integrin antagonists,2018-06-19
10000490,Inhibitors of the fibroblast growth factor receptor,2018-06-19
10000491,Process for producing diazabicyclooctane derivative and intermediate thereof,2018-06-19
10000492,Process for producing diazabicyclooctane derivative,2018-06-19
10000493,"Process and intermediates for the synthesis of 8-[{1-(3,5-bis-(trifluoromethyl)phenyl)-ethoxy}-methyl]-8-phenyl-1,7-diaza-spiro[4.5]decan-2-one compounds",2018-06-19
10000494,Small-molecule Hsp90 inhibitors,2018-06-19
10000495,Pyrrolotriazinones and imidazotriazinones as ubiquitin-specific protease 7 inhibitors,2018-06-19
10000496,Compositions useful for treating disorders related to kit and PDGFR,2018-06-19
10000497,Fused bicyclic heteroaromatic derivatives as kinase inhibitors,2018-06-19
10000498,"Selective proton coupled folate transporter and folate receptor, and GARFTase inhibitor compounds and methods of using the same",2018-06-19
10000499,Methyl diazepane orexin receptor antagonists,2018-06-19
10000500,Coelenterazine analogues,2018-06-19
10000501,Inhibitors of HIF prolyl hydroxylase,2018-06-19
10000502,Substituted thiohydantoin derivatives as androgen receptor antagonists,2018-06-19
10000503,Power supply system and connector,2018-06-19
10000504,Pseudopolymorphic forms of a HIV protease inhibitor,2018-06-19
10000505,Anti-cancer agents and preparation thereof,2018-06-19
10000506,"Optically active 2-hydroxy tetrahydrothienopyridine derivatives, preparation method and use in manufacture of medicament thereof",2018-06-19
10000507,Furo- and thieno-pyridine carboxamide compounds useful as pim kinase inhibitors,2018-06-19
10000508,"Crystalline dimethyl 3-(benzyloxy)-1-(2,2-dimethoxyethyl)-4-oxo-1,4-dihydropyridine-2,5-dicarboxylate",2018-06-19
10000509,Broad spectrum beta-lactamase inhibitors,2018-06-19
10000510,Salt forms of ceftolozane,2018-06-19
10000511,"Small molecules for the modulation of MCL-1 and methods of modulating cell death, cell division, cell differentiation and methods of treating disorders",2018-06-19
10000512,Compounds for the treatment of infectious diseases,2018-06-19
10000513,Thienothiophene—boron (donor-acceptor) based materials for organic light emitting diodes,2018-06-19
10000514,Method for producing tetraalkoxysilane,2018-06-19
10000515,Hydrosilylation reaction catalyst,2018-06-19
10000516,Phosphonate compounds for treatment of medical disorders,2018-06-19
10000517,Organic electroluminescent materials and devices,2018-06-19
10000518,Stabilisation of radiopharmaceutical precursors,2018-06-19
10000519,Methods of preparing nicotinamide riboside and derivatives thereof,2018-06-19
10000520,"B-vitamin and amino acid conjugates ofnicotinoyl ribosides and reduced nicotinoyl ribosides, derivatives thereof, and methods of preparation thereof",2018-06-19
10000521,Substituted gemcitabine bicyclic amide analogs and treatment methods using same,2018-06-19
10000522,Derivatives of uridine 5′-cyclophosphate useful to treat hepatitis C viral infections,2018-06-19
10000523,β-D-2′-deoxy-2′-α-fluoro-2′-β-C-substituted-2-modified-N6-substituted purine nucleotides for HCV treatment,2018-06-19
10000524,Synthesis of estetrol via estrone derived steroids,2018-06-19
10000525,Non-hormonal steroid modulators of NF-κB for treatment of disease,2018-06-19
10000526,"Optimized synthesis of pure, non-polymorphic, crystalline bile acids with defined particle size",2018-06-19
10000527,"11-substituted bile acid derivatives, process for the preparation thereof and use of these compounds as medicaments",2018-06-19
10000528,IBAT inhibitors for the treatment of liver diseases,2018-06-19
10000529,Synthesis of boronic ester and acid compounds,2018-06-19
10000531,Gamma-AA-peptide STAT3/DNA inhibitors and methods of use,2018-06-19
10000532,Bone delivery conjugates and method of using same to target proteins to bone,2018-06-19
10000533,"Immunotherapy against several tumors of the blood, in particular chronic lymphoid leukemia (CLL)",2018-06-19
10000534,"Peptide having osteoblast proliferation activity and periodontal ligament fibroblast proliferation activity, and use of same",2018-06-19
10000535,Template-fixed peptidomimetics,2018-06-19
10000536,Method for coating substrates with at least one monolayer of self-assembling proteins,2018-06-19
10000537,Polypeptides with permease activity,2018-06-19
10000538,Molecule for treating an inflammatory disorder,2018-06-19
10000539,Peptides and combination of peptides for use in immunotherapy against ovarian cancer and other cancers,2018-06-19
10000540,Fibroblast growth factor mutants having improved functional half-life and methods of their use,2018-06-19
10000541,Trail cell-penetrating peptide-like mutant MUR6 and preparation method thereof,2018-06-19
10000542,Double-acylated GLP-1 derivatives,2018-06-19
10000543,Glucose-regulating polypeptides and methods of making and using same,2018-06-19
10000544,Process for production of insulin and insulin analogues,2018-06-19
10000545,CD147 as receptor for pilus-mediated adhesion of Meningococci to vascular endothelia,2018-06-19
10000546,Compositions and method for use of recombinant T cell receptors for direct recognition of tumor antigen,2018-06-19
10000547,Peptides and combination of peptides for use in immunotherapy against various tumors,2018-06-19
10000548,GAL-1 variants having immuno-modulating properties and methods of using the same,2018-06-19
10000549,Compositions and methods for treatment of hematological malignancies,2018-06-19
10000550,GITRL-collectin fusion proteins and encoding nucleic acids,2018-06-19
10000551,"Chimeric polypeptides, polynucleotides encoding same, cells expressing same and methods of producing same",2018-06-19
10000552,TRAIL cell-penetrating peptide-like mutant MuR5 and preparation method thereof,2018-06-19
10000553,CD40L-specific TN3-derived scaffolds and methods of use thereof,2018-06-19
10000554,Modified laminin containing collagen binding molecule and use thereof,2018-06-19
10000555,Monomethylvaline compounds having phenylalanine side-chain modification at the C-terminus,2018-06-19
10000556,Single-domain VHH antibodies directed to norovirus GI.1 and GII.4 and their use,2018-06-19
10000557,Methods for raising antibodies,2018-06-19
10000558,Use of annexin A3 as a diagnostic and prognostic biomarker and therapeutic target for treating hepatocellular carcinoma,2018-06-19
10000559,Anti-PHF-tau antibodies and their uses,2018-06-19
10000560,"Anti-myostatin antibodies, polypeptides containing variant Fc regions, and methods of use",2018-06-19
10000561,Thymic stromal lymphopoietin (TSLP)-binding molecules and methods of using the molecules,2018-06-19
10000562,Antibody formulations,2018-06-19
10000563,Monoclonal antibodies that bind both IL-17A and IL-17F,2018-06-19
10000564,Methods of treating an inflammatory condition or sensitivity to an allergen with anti-IL-33 antibodies,2018-06-19
10000565,Use of IL-1 β binding antibodies for treating peripheral arterial disease,2018-06-19
10000566,Anti-CD33 antibodies and methods for treatment of acute myeloid leukemia using the same,2018-06-19
10000567,Humanized antibodies to cluster of differentiation 3 (CD3),2018-06-19
10000568,Compositions and methods for detecting EGFR in cancer,2018-06-19
10000569,Anti-cMet/anti-EGFR/anti-HER3 multispecific antibodies and use thereof,2018-06-19
10000570,Antibody variants having modifications in the constant region,2018-06-19
10000571,Anti-FGFR3 antibodies and methods using same,2018-06-19
10000572,Method for inhibiting the immune suppressive function of human T regulatory cells by administering an anti-GARP monoclonal antibody,2018-06-19
10000573,Monoclonal antibody and a method thereof,2018-06-19
10000574,Compositions comprising polypeptides,2018-06-19
10000575,Targeting O-acetylated GD2 ganglioside as a new therapeutic and diagnostic strategy for cancer stem cells cancer,2018-06-19
10000576,Bispecific antigen-binding constructs targeting HER2,2018-06-19
10000577,Treatment of otitis media,2018-06-19
10000578,Method for production of cellulose nanocrystals from Miscathus giganteus and composites therefrom,2018-06-19
10000579,Integrated process to recover a spectrum of bioproducts from fresh seaweeds,2018-06-19
10000580,"Preparation of poly alpha-1,3-glucan esters and films therefrom",2018-06-19
10000581,Therapeutic and imaging compositions and uses thereof,2018-06-19
10000582,Ethylsulfonated hyaluronic acid biopolymers and methods of use thereof,2018-06-19
